Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
29471,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.11,5341.0,4.96,New York,German,298,6625,8,Foodies,28-09-2021,17.051671233508472,-12.091671233508471
30249,Innovate Industries,Email,All Ages,60 days,YouTube,0.05,7302.0,3.13,New York,Spanish,834,5135,10,Fashionistas,15-11-2021,15.590416334252385,-12.460416334252386
31153,NexGen Systems,Email,All Ages,30 days,Email,0.11,6195.0,5.0,Chicago,Mandarin,318,9199,10,Health & Wellness,8/5/2021,18.3763067106878,-13.3763067106878
31264,DataTech Solutions,Social Media,All Ages,30 days,Email,0.07,7688.0,3.04,Chicago,Spanish,699,4590,10,Foodies,27-08-2021,14.807650893953033,-11.767650893953032
31421,TechCorp,Social Media,All Ages,60 days,YouTube,0.12,5125.0,2.23,New York,Spanish,758,5218,10,Health & Wellness,31-01-2021,22.21292098979725,-19.98292098979725
31596,NexGen Systems,Display,All Ages,30 days,Facebook,0.06,5422.0,6.61,Miami,English,522,7056,9,Health & Wellness,25-07-2021,18.896550731361092,-12.286550731361093
31620,NexGen Systems,Influencer,All Ages,45 days,Instagram,0.1,5091.0,3.87,Chicago,French,130,4544,8,Fashionistas,18-08-2021,17.889015136155713,-14.019015136155712
31905,Innovate Industries,Search,All Ages,60 days,Email,0.1,5293.0,6.09,Houston,French,508,8477,9,Tech Enthusiasts,30-05-2021,19.35709390996407,-13.267093909964071
32098,DataTech Solutions,Search,All Ages,60 days,Facebook,0.08,6404.0,2.97,Miami,German,596,3752,10,Health & Wellness,9/12/2021,17.776580273690026,-14.806580273690026
32419,Alpha Innovations,Social Media,All Ages,30 days,YouTube,0.14,6281.0,3.03,New York,English,776,8120,8,Outdoor Adventurers,26-10-2021,14.499757372738218,-11.469757372738218
32768,DataTech Solutions,Display,All Ages,45 days,Instagram,0.05,6569.0,2.12,Miami,French,518,4201,9,Fashionistas,10/10/2021,15.597061663181588,-13.477061663181587
33641,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.07,5298.0,4.84,Houston,Spanish,539,1576,10,Foodies,2/3/2021,21.487584007684205,-16.647584007684205
33673,DataTech Solutions,Influencer,All Ages,30 days,Email,0.14,5478.0,4.62,Miami,German,102,1416,8,Fashionistas,3/4/2021,16.625223814926752,-12.005223814926751
33692,Alpha Innovations,Search,All Ages,15 days,Instagram,0.11,7251.0,2.1,Los Angeles,German,593,7854,9,Fashionistas,22-04-2021,14.13006455184662,-12.030064551846621
33802,Innovate Industries,Display,All Ages,60 days,YouTube,0.11,6460.0,2.83,Houston,German,597,8697,9,Tech Enthusiasts,10/8/2021,15.860231898674899,-13.030231898674899
33813,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.1,5245.0,2.34,Miami,Mandarin,600,7183,10,Fashionistas,21-08-2021,21.7047130739201,-19.3647130739201
33877,NexGen Systems,Search,All Ages,15 days,Instagram,0.14,5330.0,5.32,New York,Mandarin,848,9252,9,Outdoor Adventurers,24-10-2021,19.22272008732455,-13.90272008732455
33951,Alpha Innovations,Email,All Ages,45 days,YouTube,0.09,6386.0,2.38,Los Angeles,Mandarin,628,2530,10,Foodies,6/1/2021,17.82668651310851,-15.44668651310851
34011,Alpha Innovations,Search,All Ages,45 days,YouTube,0.06,5614.0,3.57,Los Angeles,French,951,1012,10,Health & Wellness,7/3/2021,20.27809406353953,-16.70809406353953
34240,TechCorp,Email,All Ages,15 days,Email,0.1,5019.0,3.63,Houston,Mandarin,168,4153,7,Tech Enthusiasts,22-10-2021,15.87743655128465,-12.24743655128465
34686,DataTech Solutions,Social Media,All Ages,60 days,Google Ads,0.06,5559.0,7.35,Houston,French,646,6518,10,Fashionistas,11/1/2021,20.478722804948898,-13.128722804948898
34705,Innovate Industries,Influencer,All Ages,30 days,Instagram,0.15,5356.0,4.95,Chicago,Spanish,167,3861,10,Outdoor Adventurers,30-01-2021,21.254895457937067,-16.304895457937068
35036,NexGen Systems,Social Media,All Ages,60 days,Email,0.06,6945.0,4.43,Los Angeles,Spanish,516,5017,10,Health & Wellness,27-12-2021,16.39182434452281,-11.96182434452281
35064,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.13,5676.0,3.78,New York,English,832,9663,9,Tech Enthusiasts,24-01-2021,18.05093341533472,-14.270933415334719
35103,TechCorp,Influencer,All Ages,30 days,Facebook,0.15,6034.0,6.99,Miami,Spanish,196,3634,10,Foodies,4/3/2021,18.866625799256035,-11.876625799256034
35897,Alpha Innovations,Search,All Ages,15 days,Website,0.06,6459.0,2.18,Miami,English,848,2100,9,Fashionistas,7/5/2021,15.862687423043791,-13.682687423043792
35979,TechCorp,Display,All Ages,45 days,Facebook,0.05,6330.0,2.18,Chicago,German,339,5351,8,Tech Enthusiasts,28-07-2021,14.387515964955567,-12.207515964955567
36325,Alpha Innovations,Social Media,All Ages,30 days,Email,0.1,6083.0,6.17,New York,German,644,6953,10,Health & Wellness,9/7/2021,18.71465067774304,-12.544650677743041
36494,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.07,6149.0,5.19,Houston,Mandarin,604,1020,10,Health & Wellness,25-12-2021,18.513777861881756,-13.323777861881755
37247,Alpha Innovations,Influencer,All Ages,15 days,Email,0.12,5313.0,2.09,Miami,English,274,6906,7,Foodies,17-01-2021,14.998843224336092,-12.908843224336092
37263,TechCorp,Display,All Ages,45 days,YouTube,0.14,6144.0,3.98,Miami,Spanish,388,2224,9,Fashionistas,2/2/2021,16.675959971588515,-12.695959971588515
37290,Innovate Industries,Display,All Ages,60 days,Website,0.07,6302.0,5.33,Houston,German,337,7898,10,Health & Wellness,1/3/2021,18.06430023368945,-12.734300233689451
37380,DataTech Solutions,Search,All Ages,15 days,Email,0.06,5730.0,4.14,New York,English,332,3945,8,Tech Enthusiasts,30-05-2021,15.894062139296464,-11.754062139296465
37709,Innovate Industries,Display,All Ages,60 days,Facebook,0.05,6641.0,3.35,Chicago,German,476,2429,10,Foodies,24-04-2021,17.142180405467688,-13.792180405467688
37731,Alpha Innovations,Social Media,All Ages,30 days,Instagram,0.07,7172.0,2.37,New York,English,615,6792,9,Outdoor Adventurers,16-05-2021,14.285708040356923,-11.915708040356922
37846,TechCorp,Social Media,All Ages,30 days,Google Ads,0.11,7875.0,2.39,New York,Mandarin,265,2103,10,Outdoor Adventurers,8/9/2021,14.45602794574107,-12.06602794574107
37911,TechCorp,Influencer,All Ages,45 days,Google Ads,0.1,5578.0,2.61,Miami,French,875,2508,8,Foodies,12/11/2021,16.32717390788253,-13.717173907882529
38158,DataTech Solutions,Search,All Ages,45 days,Website,0.05,5833.0,4.92,New York,Spanish,223,4353,10,Outdoor Adventurers,17-07-2021,19.516752969777286,-14.596752969777286
38640,Innovate Industries,Email,All Ages,30 days,Facebook,0.05,5134.0,2.67,Miami,English,405,9208,9,Outdoor Adventurers,11/11/2021,19.95658318376312,-17.28658318376312
38836,DataTech Solutions,Email,All Ages,45 days,YouTube,0.13,7681.0,2.33,Chicago,English,361,3958,10,Outdoor Adventurers,26-05-2021,14.821145693622045,-12.491145693622045
38959,TechCorp,Influencer,All Ages,15 days,Instagram,0.13,5594.0,3.3,Chicago,French,235,4136,8,Foodies,26-09-2021,16.28047480482101,-12.98047480482101
39078,DataTech Solutions,Search,All Ages,30 days,Website,0.14,7106.0,2.52,Miami,Mandarin,652,4491,10,Outdoor Adventurers,23-01-2021,16.020436261287774,-13.500436261287774
39450,TechCorp,Social Media,All Ages,45 days,Website,0.12,7238.0,3.96,New York,English,582,4296,10,Tech Enthusiasts,30-01-2021,15.72827025044362,-11.76827025044362
39479,TechCorp,Social Media,All Ages,60 days,Instagram,0.11,7026.0,3.01,Chicago,French,197,8567,10,Foodies,28-02-2021,16.20284942680201,-13.192849426802011
39564,Innovate Industries,Influencer,All Ages,30 days,YouTube,0.06,7408.0,2.02,Los Angeles,English,716,1254,10,Tech Enthusiasts,24-05-2021,15.367335322990137,-13.347335322990137
39725,Innovate Industries,Influencer,All Ages,60 days,Google Ads,0.05,6905.0,2.61,Chicago,English,204,7340,10,Health & Wellness,1/11/2021,16.486780604302812,-13.876780604302812
39840,Innovate Industries,Search,All Ages,45 days,Google Ads,0.13,5085.0,2.69,Houston,German,480,4237,7,Tech Enthusiasts,24-02-2021,15.671357728790099,-12.9813577287901
40093,Alpha Innovations,Display,All Ages,30 days,Google Ads,0.12,5993.0,5.79,Houston,Spanish,918,2077,10,Outdoor Adventurers,4/11/2021,18.995698326833125,-13.205698326833126
40384,TechCorp,Display,All Ages,30 days,YouTube,0.13,6612.0,5.81,Chicago,German,257,9813,10,Fashionistas,22-08-2021,17.217365407246056,-11.407365407246058
40385,TechCorp,Email,All Ages,15 days,Google Ads,0.09,6598.0,5.88,Chicago,Mandarin,180,3449,10,Tech Enthusiasts,23-08-2021,17.25389816197498,-11.373898161974981
40507,NexGen Systems,Social Media,All Ages,60 days,Website,0.13,5701.0,5.81,Houston,German,645,2823,10,Outdoor Adventurers,23-12-2021,19.96864060212435,-14.15864060212435
40557,DataTech Solutions,Email,All Ages,60 days,Email,0.14,5981.0,2.36,Chicago,Mandarin,156,4696,10,Tech Enthusiasts,11/2/2021,19.033810411755713,-16.673810411755714
40661,TechCorp,Influencer,All Ages,45 days,Website,0.08,6335.0,4.48,Miami,Mandarin,901,4385,10,Tech Enthusiasts,26-05-2021,17.97020048503724,-13.490200485037239
40679,DataTech Solutions,Email,All Ages,15 days,Facebook,0.06,5115.0,2.45,Chicago,Spanish,707,4038,10,Fashionistas,13-06-2021,22.256348010305167,-19.806348010305168
40801,NexGen Systems,Influencer,All Ages,30 days,Email,0.1,5795.0,4.99,Houston,French,149,2960,9,Tech Enthusiasts,13-10-2021,17.680258509998247,-12.690258509998246
40969,DataTech Solutions,Email,All Ages,45 days,Instagram,0.14,6267.0,2.22,New York,English,449,4079,8,Health & Wellness,30-03-2021,14.53214872477561,-12.312148724775609
41266,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.14,5803.0,7.9,Los Angeles,English,266,8142,10,Tech Enthusiasts,21-01-2021,19.61764950417214,-11.717649504172138
41447,TechCorp,Search,All Ages,15 days,YouTube,0.07,6374.0,3.57,Miami,French,267,8798,9,Fashionistas,21-07-2021,16.074223104085323,-12.504223104085323
41767,NexGen Systems,Influencer,All Ages,30 days,YouTube,0.12,7410.0,3.4,Miami,French,909,4995,10,Foodies,6/6/2021,15.36318759415802,-11.96318759415802
41842,TechCorp,Email,All Ages,60 days,Instagram,0.15,5943.0,5.07,Los Angeles,Mandarin,318,3711,10,Outdoor Adventurers,20-08-2021,19.155514062377744,-14.085514062377744
42244,Innovate Industries,Search,All Ages,60 days,Instagram,0.06,5154.0,4.59,New York,French,951,7949,10,Tech Enthusiasts,26-09-2021,22.087935598120087,-17.497935598120087
42394,DataTech Solutions,Influencer,All Ages,30 days,Email,0.1,5416.0,2.06,Miami,German,974,5958,8,Fashionistas,23-02-2021,16.81554210822909,-14.755542108229088
42398,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.06,5688.0,2.2,Houston,Spanish,542,1051,10,Foodies,27-02-2021,20.014279197030753,-17.814279197030753
42428,Alpha Innovations,Email,All Ages,45 days,Website,0.11,5183.0,3.96,Chicago,French,164,3308,10,Tech Enthusiasts,29-03-2021,21.964348846751097,-18.004348846751096
42483,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.06,6149.0,3.73,Chicago,French,301,6211,10,Fashionistas,23-05-2021,18.513777861881756,-14.783777861881756
42600,Innovate Industries,Social Media,All Ages,45 days,Website,0.08,5978.0,2.09,Miami,English,319,2745,10,Health & Wellness,17-09-2021,19.04336234070106,-16.95336234070106
42731,TechCorp,Email,All Ages,15 days,Google Ads,0.09,5266.0,2.01,New York,French,376,5007,9,Health & Wellness,26-01-2021,19.456342207641445,-17.446342207641443
42804,TechCorp,Email,All Ages,60 days,YouTube,0.11,6439.0,2.52,New York,Spanish,873,9651,10,Health & Wellness,9/4/2021,17.679953420206697,-15.159953420206698
42887,TechCorp,Social Media,All Ages,15 days,Google Ads,0.08,5692.0,4.34,Houston,English,239,3397,10,Outdoor Adventurers,1/7/2021,20.00021434868428,-15.660214348684281
43086,DataTech Solutions,Display,All Ages,45 days,Website,0.07,5131.0,3.85,Miami,French,831,8072,9,Fashionistas,16-01-2021,19.968251425733747,-16.118251425733746
43394,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.05,6449.0,4.32,Miami,German,840,7720,9,Outdoor Adventurers,20-11-2021,15.887284550386083,-11.567284550386082
43403,TechCorp,Display,All Ages,60 days,Email,0.1,6561.0,2.31,Houston,Mandarin,914,2374,8,Tech Enthusiasts,29-11-2021,13.880959618681413,-11.570959618681412
43572,DataTech Solutions,Social Media,All Ages,60 days,Website,0.12,5341.0,3.08,Miami,German,321,2536,8,Tech Enthusiasts,17-05-2021,17.051671233508472,-13.971671233508472
43732,Alpha Innovations,Email,All Ages,45 days,Website,0.14,6879.0,3.13,Los Angeles,Spanish,370,8322,10,Tech Enthusiasts,24-10-2021,16.549094355678285,-13.419094355678286
43943,Innovate Industries,Display,All Ages,30 days,YouTube,0.15,6170.0,4.58,Miami,Mandarin,288,7308,9,Foodies,23-05-2021,16.60568850331278,-12.02568850331278
44238,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.09,5485.0,2.89,New York,Spanish,199,8028,7,Fashionistas,14-03-2021,14.528505752214704,-11.638505752214703
44464,Innovate Industries,Search,All Ages,60 days,Facebook,0.06,6643.0,2.07,New York,German,295,2920,9,Outdoor Adventurers,26-10-2021,15.423317486894453,-13.353317486894452
44631,NexGen Systems,Display,All Ages,15 days,Instagram,0.08,6444.0,3.15,Houston,French,451,7929,9,Foodies,11/4/2021,15.899611741998733,-12.749611741998732
44707,Alpha Innovations,Social Media,All Ages,15 days,Website,0.15,7475.0,2.14,Los Angeles,English,701,6983,10,Outdoor Adventurers,26-06-2021,15.229594658556646,-13.089594658556646
44956,Alpha Innovations,Social Media,All Ages,15 days,Instagram,0.12,5380.0,7.2,Houston,French,835,2197,9,Outdoor Adventurers,2/3/2021,19.04407027238659,-11.844070272386592
45401,Innovate Industries,Social Media,All Ages,60 days,Website,0.06,6301.0,4.39,Houston,French,722,4242,10,Outdoor Adventurers,21-05-2021,18.067167127870327,-13.677167127870327
45429,Alpha Innovations,Search,All Ages,15 days,YouTube,0.1,5221.0,3.83,Los Angeles,French,680,7043,10,Foodies,18-06-2021,21.80448574462956,-17.97448574462956
45457,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.15,6544.0,2.61,Houston,French,700,1862,8,Tech Enthusiasts,16-07-2021,13.917019568791067,-11.307019568791068
45481,NexGen Systems,Influencer,All Ages,60 days,Email,0.09,5700.0,2.31,New York,Mandarin,767,9836,9,Tech Enthusiasts,9/8/2021,17.974929485164886,-15.664929485164885
45686,TechCorp,Influencer,All Ages,30 days,Website,0.07,6693.0,3.65,Los Angeles,Mandarin,436,8384,9,Foodies,2/3/2021,15.30809772380694,-11.65809772380694
45811,TechCorp,Display,All Ages,15 days,YouTube,0.08,5975.0,2.19,Los Angeles,Spanish,403,9216,9,Outdoor Adventurers,5/7/2021,17.14763147538742,-14.957631475387421
45916,DataTech Solutions,Search,All Ages,30 days,Website,0.1,5119.0,2.57,Los Angeles,English,323,8339,7,Health & Wellness,18-10-2021,15.567269789196649,-12.997269789196649
45979,Innovate Industries,Social Media,All Ages,60 days,Google Ads,0.06,6123.0,4.28,Chicago,French,550,2233,9,Health & Wellness,20-12-2021,16.73315336688549,-12.453153366885488
45994,TechCorp,Social Media,All Ages,45 days,Email,0.11,7597.0,2.96,Chicago,Spanish,924,8600,10,Foodies,4/1/2021,14.98502304497972,-12.025023044979719
46284,Alpha Innovations,Influencer,All Ages,30 days,Facebook,0.05,6427.0,3.4,Houston,German,507,9578,9,Tech Enthusiasts,21-10-2021,15.941667662274755,-12.541667662274754
46285,DataTech Solutions,Influencer,All Ages,60 days,Email,0.13,6888.0,3.97,Miami,English,126,6363,10,Fashionistas,22-10-2021,16.527470974551527,-12.557470974551526
46327,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.09,5802.0,6.9,Houston,English,102,4199,10,Health & Wellness,3/12/2021,19.621030691608226,-12.721030691608226
46512,NexGen Systems,Influencer,All Ages,60 days,Instagram,0.09,6160.0,2.76,Houston,French,273,6107,9,Foodies,6/6/2021,16.63264578984413,-13.87264578984413
46674,DataTech Solutions,Display,All Ages,60 days,YouTube,0.13,5788.0,2.61,Los Angeles,German,446,5134,10,Outdoor Adventurers,15-11-2021,19.66848999182981,-17.05848999182981
47013,NexGen Systems,Social Media,All Ages,30 days,YouTube,0.1,5267.0,2.69,Houston,Mandarin,287,3140,9,Fashionistas,20-10-2021,19.45264819924812,-16.76264819924812
47059,Innovate Industries,Search,All Ages,60 days,Google Ads,0.11,5546.0,3.03,Los Angeles,French,411,5473,9,Outdoor Adventurers,5/12/2021,18.474053022978698,-15.444053022978698
47575,NexGen Systems,Search,All Ages,45 days,YouTube,0.06,6854.0,3.33,New York,Mandarin,960,2460,9,Health & Wellness,5/5/2021,14.948511535663824,-11.618511535663824
47611,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.06,5912.0,5.78,New York,Spanish,508,1122,9,Outdoor Adventurers,10/6/2021,17.33036164841675,-11.55036164841675
47656,DataTech Solutions,Social Media,All Ages,30 days,Email,0.15,5884.0,4.27,Chicago,Spanish,630,4042,9,Outdoor Adventurers,25-07-2021,17.412831078422816,-13.142831078422816
47756,NexGen Systems,Display,All Ages,45 days,YouTube,0.09,5575.0,4.26,New York,Mandarin,483,9557,9,Fashionistas,2/11/2021,18.377954809944367,-14.117954809944367
47810,DataTech Solutions,Social Media,All Ages,45 days,Website,0.1,5067.0,6.14,Los Angeles,French,474,2758,8,Fashionistas,26-12-2021,17.973747001809503,-11.833747001809503
47874,Innovate Industries,Influencer,All Ages,45 days,Website,0.09,5953.0,2.1,Houston,French,228,9632,9,Health & Wellness,28-02-2021,17.211002530730696,-15.111002530730696
47995,TechCorp,Social Media,All Ages,60 days,Google Ads,0.11,5290.0,6.19,New York,German,638,2864,9,Foodies,29-06-2021,19.36807146794704,-13.178071467947039
48231,Alpha Innovations,Email,All Ages,30 days,Instagram,0.08,5943.0,2.22,New York,French,552,5978,9,Fashionistas,20-02-2021,17.239962656139973,-15.019962656139972
48379,NexGen Systems,Search,All Ages,45 days,Email,0.13,6523.0,2.17,New York,Spanish,741,8646,10,Tech Enthusiasts,18-07-2021,17.45227963708584,-15.282279637085841
48386,NexGen Systems,Search,All Ages,60 days,Website,0.06,5182.0,4.47,Houston,Spanish,883,3839,9,Foodies,25-07-2021,19.7717286888151,-15.3017286888151
49119,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.15,7568.0,3.65,Chicago,Mandarin,489,7548,10,Foodies,28-07-2021,15.042444512778927,-11.392444512778926
49318,Innovate Industries,Social Media,All Ages,45 days,Website,0.05,6760.0,4.24,Miami,Mandarin,455,7940,10,Fashionistas,12/2/2021,16.840417170519366,-12.600417170519366
49329,Innovate Industries,Display,All Ages,45 days,Email,0.05,5518.0,4.76,Houston,Spanish,157,9443,10,Tech Enthusiasts,23-02-2021,20.630884391575012,-15.870884391575013
49554,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.06,6211.0,4.92,Los Angeles,German,771,1982,9,Health & Wellness,6/10/2021,16.496071174599876,-11.576071174599877
49842,DataTech Solutions,Display,All Ages,30 days,YouTube,0.08,5857.0,5.19,New York,Mandarin,906,8889,10,Health & Wellness,21-07-2021,19.43677993387586,-14.24677993387586
50557,TechCorp,Display,All Ages,45 days,Email,0.06,5672.0,5.39,Chicago,English,182,4328,9,Outdoor Adventurers,6/7/2021,18.06366326964736,-12.67366326964736
50560,NexGen Systems,Display,All Ages,30 days,Email,0.1,5282.0,3.07,Houston,Spanish,569,4105,7,Tech Enthusiasts,9/7/2021,15.086871270522087,-12.016871270522087
50593,Innovate Industries,Email,All Ages,45 days,YouTube,0.09,5756.0,6.41,New York,English,602,9260,9,Fashionistas,11/8/2021,17.800051783432913,-11.390051783432913
50824,DataTech Solutions,Email,All Ages,60 days,Instagram,0.15,5787.0,7.94,New York,French,552,5775,10,Health & Wellness,30-03-2021,19.671888728652313,-11.731888728652311
51357,Innovate Industries,Search,All Ages,60 days,Google Ads,0.13,5718.0,5.69,New York,English,898,2545,9,Foodies,14-09-2021,17.91834523704789,-12.22834523704789
